,Machine,Start,Finish,Duration,job_id
0,0.0,3308.0,3374.0,66.0,0
1,0.0,544.0,590.0,46.0,1
2,0.0,3670.0,3695.0,25.0,2
3,0.0,3374.0,3404.0,30.0,3
4,0.0,23.0,40.0,17.0,4
5,0.0,909.0,949.0,40.0,5
6,0.0,1.0,18.0,17.0,6
7,0.0,4293.0,4313.0,20.0,7
8,0.0,51.0,124.0,73.0,8
9,0.0,18.0,23.0,5.0,9
10,0.0,4233.0,4293.0,60.0,10
11,0.0,48.0,51.0,3.0,11
12,0.0,1126.0,1217.0,91.0,12
13,0.0,4062.0,4096.0,34.0,13
14,0.0,1820.0,1901.0,81.0,14
15,0.0,590.0,648.0,58.0,15
16,0.0,1078.0,1126.0,48.0,16
17,0.0,4364.0,4435.0,71.0,17
18,0.0,852.0,909.0,57.0,18
19,0.0,1073.0,1078.0,5.0,19
20,0.0,40.0,48.0,8.0,20
21,0.0,124.0,143.0,19.0,21
22,0.0,3695.0,3773.0,78.0,22
23,0.0,1517.0,1519.0,2.0,23
24,0.0,0.0,1.0,1.0,24
25,0.0,206.0,284.0,78.0,25
26,0.0,1282.0,1290.0,8.0,26
27,0.0,2396.0,2410.0,14.0,27
28,0.0,3796.0,3842.0,46.0,28
29,0.0,975.0,1073.0,98.0,29
30,0.0,4313.0,4363.0,50.0,30
31,0.0,2223.0,2311.0,88.0,31
32,0.0,3842.0,3870.0,28.0,32
33,0.0,378.0,444.0,66.0,33
34,0.0,1724.0,1767.0,43.0,34
35,0.0,3773.0,3796.0,23.0,35
36,0.0,3870.0,3963.0,93.0,36
37,0.0,1290.0,1342.0,52.0,37
38,0.0,4363.0,4364.0,1.0,38
39,0.0,1342.0,1419.0,77.0,39
40,0.0,2967.0,3021.0,54.0,40
41,0.0,3112.0,3157.0,45.0,41
42,0.0,1519.0,1575.0,56.0,42
43,0.0,4150.0,4204.0,54.0,43
44,0.0,1667.0,1724.0,57.0,44
45,0.0,2006.0,2029.0,23.0,45
46,0.0,284.0,302.0,18.0,46
47,0.0,2029.0,2117.0,88.0,47
48,0.0,1968.0,2006.0,38.0,48
49,0.0,2151.0,2223.0,72.0,49
50,0.0,1913.0,1968.0,55.0,50
51,0.0,143.0,206.0,63.0,51
52,0.0,302.0,373.0,71.0,52
53,0.0,3242.0,3263.0,21.0,53
54,0.0,778.0,852.0,74.0,54
55,0.0,2588.0,2653.0,65.0,55
56,0.0,1419.0,1471.0,52.0,56
57,0.0,2750.0,2841.0,91.0,57
58,0.0,1901.0,1913.0,12.0,58
59,0.0,2117.0,2139.0,22.0,59
60,0.0,2139.0,2151.0,12.0,60
61,0.0,949.0,975.0,26.0,61
62,0.0,2653.0,2750.0,97.0,62
63,0.0,2500.0,2530.0,30.0,63
64,0.0,2410.0,2440.0,30.0,64
65,0.0,2311.0,2323.0,12.0,65
66,0.0,3491.0,3585.0,94.0,66
67,0.0,1471.0,1517.0,46.0,67
68,0.0,4042.0,4062.0,20.0,68
69,0.0,2323.0,2396.0,73.0,69
70,0.0,2530.0,2588.0,58.0,70
71,0.0,444.0,454.0,10.0,71
72,0.0,3963.0,4040.0,77.0,72
73,0.0,2929.0,2956.0,27.0,73
74,0.0,2843.0,2876.0,33.0,74
75,0.0,3021.0,3074.0,53.0,75
76,0.0,2477.0,2500.0,23.0,76
77,0.0,2841.0,2843.0,2.0,77
78,0.0,1217.0,1282.0,65.0,78
79,0.0,648.0,683.0,35.0,79
80,0.0,2956.0,2963.0,7.0,80
81,0.0,4096.0,4150.0,54.0,81
82,0.0,1777.0,1820.0,43.0,82
83,0.0,3404.0,3491.0,87.0,83
84,0.0,1611.0,1667.0,56.0,84
85,0.0,2963.0,2967.0,4.0,85
86,0.0,4204.0,4233.0,29.0,86
87,0.0,3074.0,3109.0,35.0,87
88,0.0,2440.0,2477.0,37.0,88
89,0.0,2876.0,2929.0,53.0,89
90,0.0,1767.0,1777.0,10.0,90
91,0.0,454.0,544.0,90.0,91
92,0.0,683.0,778.0,95.0,92
93,0.0,3157.0,3242.0,85.0,93
94,0.0,4040.0,4042.0,2.0,94
95,0.0,1575.0,1611.0,36.0,95
96,0.0,3585.0,3670.0,85.0,96
97,0.0,373.0,378.0,5.0,97
98,0.0,3109.0,3112.0,3.0,98
99,0.0,3263.0,3308.0,45.0,99
100,1.0,3941.0,4006.0,65.0,0
101,1.0,933.0,968.0,35.0,1
102,1.0,4180.0,4229.0,49.0,2
103,1.0,4006.0,4008.0,2.0,3
104,1.0,154.0,249.0,95.0,4
105,1.0,1112.0,1126.0,14.0,5
106,1.0,62.0,129.0,67.0,6
107,1.0,4785.0,4793.0,8.0,7
108,1.0,378.0,440.0,62.0,8
109,1.0,129.0,154.0,25.0,9
110,1.0,4783.0,4785.0,2.0,10
111,1.0,338.0,378.0,40.0,11
112,1.0,1331.0,1399.0,68.0,12
113,1.0,4641.0,4716.0,75.0,13
114,1.0,2138.0,2210.0,72.0,14
115,1.0,968.0,973.0,5.0,15
116,1.0,1326.0,1331.0,5.0,16
117,1.0,4890.0,4900.0,10.0,17
118,1.0,1079.0,1112.0,33.0,18
119,1.0,1270.0,1326.0,56.0,19
120,1.0,249.0,338.0,89.0,20
121,1.0,440.0,494.0,54.0,21
122,1.0,4229.0,4260.0,31.0,22
123,1.0,1691.0,1692.0,1.0,23
124,1.0,1.0,62.0,61.0,24
125,1.0,566.0,591.0,25.0,25
126,1.0,1486.0,1497.0,11.0,26
127,1.0,2606.0,2613.0,7.0,27
128,1.0,4345.0,4433.0,88.0,28
129,1.0,1205.0,1270.0,65.0,29
130,1.0,4793.0,4867.0,74.0,30
131,1.0,2483.0,2499.0,16.0,31
132,1.0,4433.0,4520.0,87.0,32
133,1.0,720.0,777.0,57.0,33
134,1.0,1910.0,1999.0,89.0,34
135,1.0,4260.0,4345.0,85.0,35
136,1.0,4520.0,4566.0,46.0,36
137,1.0,1497.0,1551.0,54.0,37
138,1.0,4867.0,4890.0,23.0,38
139,1.0,1551.0,1574.0,23.0,39
140,1.0,3348.0,3444.0,96.0,40
141,1.0,3670.0,3749.0,79.0,41
142,1.0,1692.0,1762.0,70.0,42
143,1.0,4732.0,4765.0,33.0,43
144,1.0,1860.0,1910.0,50.0,44
145,1.0,2304.0,2322.0,18.0,45
146,1.0,591.0,656.0,65.0,46
147,1.0,2322.0,2409.0,87.0,47
148,1.0,2286.0,2304.0,18.0,48
149,1.0,2468.0,2483.0,15.0,49
150,1.0,2229.0,2286.0,57.0,50
151,1.0,494.0,566.0,72.0,51
152,1.0,656.0,704.0,48.0,52
153,1.0,3842.0,3848.0,6.0,53
154,1.0,1069.0,1079.0,10.0,54
155,1.0,2769.0,2867.0,98.0,55
156,1.0,1574.0,1629.0,55.0,56
157,1.0,2936.0,3007.0,71.0,57
158,1.0,2210.0,2229.0,19.0,58
159,1.0,2409.0,2437.0,28.0,59
160,1.0,2437.0,2468.0,31.0,60
161,1.0,1126.0,1205.0,79.0,61
162,1.0,2867.0,2936.0,69.0,62
163,1.0,2723.0,2734.0,11.0,63
164,1.0,2613.0,2617.0,4.0,64
165,1.0,2499.0,2511.0,12.0,65
166,1.0,4039.0,4110.0,71.0,66
167,1.0,1629.0,1691.0,62.0,67
168,1.0,4639.0,4641.0,2.0,68
169,1.0,2511.0,2606.0,95.0,69
170,1.0,2734.0,2769.0,35.0,70
171,1.0,777.0,859.0,82.0,71
172,1.0,4566.0,4623.0,57.0,72
173,1.0,3193.0,3200.0,7.0,73
174,1.0,3096.0,3120.0,24.0,74
175,1.0,3444.0,3506.0,62.0,75
176,1.0,2653.0,2723.0,70.0,76
177,1.0,3007.0,3096.0,89.0,77
178,1.0,1399.0,1486.0,87.0,78
179,1.0,973.0,994.0,21.0,79
180,1.0,3200.0,3254.0,54.0,80
181,1.0,4716.0,4732.0,16.0,81
182,1.0,2066.0,2138.0,72.0,82
183,1.0,4008.0,4039.0,31.0,83
184,1.0,1836.0,1860.0,24.0,84
185,1.0,3254.0,3348.0,94.0,85
186,1.0,4765.0,4783.0,18.0,86
187,1.0,3506.0,3589.0,83.0,87
188,1.0,2617.0,2653.0,36.0,88
189,1.0,3120.0,3193.0,73.0,89
190,1.0,1999.0,2066.0,67.0,90
191,1.0,859.0,933.0,74.0,91
192,1.0,994.0,1069.0,75.0,92
193,1.0,3749.0,3842.0,93.0,93
194,1.0,4623.0,4639.0,16.0,94
195,1.0,1762.0,1836.0,74.0,95
196,1.0,4110.0,4180.0,70.0,96
197,1.0,704.0,720.0,16.0,97
198,1.0,3589.0,3670.0,81.0,98
199,1.0,3848.0,3941.0,93.0,99
200,2.0,4066.0,4124.0,58.0,0
201,2.0,1014.0,1080.0,66.0,1
202,2.0,4363.0,4368.0,5.0,2
203,2.0,4124.0,4193.0,69.0,3
204,2.0,295.0,333.0,38.0,4
205,2.0,1282.0,1375.0,93.0,5
206,2.0,140.0,199.0,59.0,6
207,2.0,4989.0,5045.0,56.0,7
208,2.0,440.0,466.0,26.0,8
209,2.0,199.0,295.0,96.0,9
210,2.0,4929.0,4989.0,60.0,10
211,2.0,422.0,440.0,18.0,11
212,2.0,1638.0,1712.0,74.0,12
213,2.0,4716.0,4809.0,93.0,13
214,2.0,2454.0,2466.0,12.0,14
215,2.0,1080.0,1136.0,56.0,15
216,2.0,1602.0,1638.0,36.0,16
217,2.0,5142.0,5213.0,71.0,17
218,2.0,1244.0,1282.0,38.0,18
219,2.0,1506.0,1602.0,96.0,19
220,2.0,338.0,422.0,84.0,20
221,2.0,494.0,578.0,84.0,21
222,2.0,4368.0,4433.0,65.0,22
223,2.0,2040.0,2057.0,17.0,23
224,2.0,62.0,140.0,78.0,24
225,2.0,601.0,646.0,45.0,25
226,2.0,1719.0,1802.0,83.0,26
227,2.0,2919.0,2972.0,53.0,27
228,2.0,4439.0,4499.0,60.0,28
229,2.0,1446.0,1506.0,60.0,29
230,2.0,5045.0,5054.0,9.0,30
231,2.0,2809.0,2816.0,7.0,31
232,2.0,4520.0,4571.0,51.0,32
233,2.0,777.0,862.0,85.0,33
234,2.0,2286.0,2352.0,66.0,34
235,2.0,4433.0,4439.0,6.0,35
236,2.0,4571.0,4574.0,3.0,36
237,2.0,1802.0,1895.0,93.0,37
238,2.0,5054.0,5142.0,88.0,38
239,2.0,1895.0,1935.0,40.0,39
240,2.0,3487.0,3572.0,85.0,40
241,2.0,3785.0,3877.0,92.0,41
242,2.0,2057.0,2072.0,15.0,42
243,2.0,4872.0,4923.0,51.0,43
244,2.0,2231.0,2286.0,55.0,44
245,2.0,2589.0,2608.0,19.0,45
246,2.0,656.0,714.0,58.0,46
247,2.0,2608.0,2692.0,84.0,47
248,2.0,2585.0,2589.0,4.0,48
249,2.0,2786.0,2809.0,23.0,49
250,2.0,2547.0,2585.0,38.0,50
251,2.0,578.0,601.0,23.0,51
252,2.0,714.0,727.0,13.0,52
253,2.0,3975.0,3976.0,1.0,53
254,2.0,1234.0,1244.0,10.0,54
255,2.0,3195.0,3271.0,76.0,55
256,2.0,1935.0,1984.0,49.0,56
257,2.0,3300.0,3302.0,2.0,57
258,2.0,2466.0,2547.0,81.0,58
259,2.0,2692.0,2735.0,43.0,59
260,2.0,2735.0,2786.0,51.0,60
261,2.0,1375.0,1446.0,71.0,61
262,2.0,3271.0,3300.0,29.0,62
263,2.0,3063.0,3107.0,44.0,63
264,2.0,2972.0,2998.0,26.0,64
265,2.0,2816.0,2843.0,27.0,65
266,2.0,4287.0,4314.0,27.0,66
267,2.0,1984.0,2040.0,56.0,67
268,2.0,4665.0,4686.0,21.0,68
269,2.0,2843.0,2919.0,76.0,69
270,2.0,3107.0,3195.0,88.0,70
271,2.0,862.0,871.0,9.0,71
272,2.0,4623.0,4656.0,33.0,72
273,2.0,3380.0,3386.0,6.0,73
274,2.0,3307.0,3347.0,40.0,74
275,2.0,3572.0,3636.0,64.0,75
276,2.0,3058.0,3063.0,5.0,76
277,2.0,3302.0,3307.0,5.0,77
278,2.0,1712.0,1719.0,7.0,78
279,2.0,1136.0,1141.0,5.0,79
280,2.0,3386.0,3462.0,76.0,80
281,2.0,4809.0,4872.0,63.0,81
282,2.0,2419.0,2454.0,35.0,82
283,2.0,4193.0,4287.0,94.0,83
284,2.0,2166.0,2231.0,65.0,84
285,2.0,3462.0,3487.0,25.0,85
286,2.0,4923.0,4929.0,6.0,86
287,2.0,3636.0,3723.0,87.0,87
288,2.0,2998.0,3058.0,60.0,88
289,2.0,3347.0,3380.0,33.0,89
290,2.0,2352.0,2419.0,67.0,90
291,2.0,933.0,1014.0,81.0,91
292,2.0,1141.0,1234.0,93.0,92
293,2.0,3877.0,3975.0,98.0,93
294,2.0,4656.0,4665.0,9.0,94
295,2.0,2072.0,2166.0,94.0,95
296,2.0,4314.0,4363.0,49.0,96
297,2.0,727.0,754.0,27.0,97
298,2.0,3723.0,3785.0,62.0,98
299,2.0,3976.0,4066.0,90.0,99
300,3.0,4284.0,4289.0,5.0,0
301,3.0,1107.0,1120.0,13.0,1
302,3.0,4471.0,4507.0,36.0,2
303,3.0,4289.0,4343.0,54.0,3
304,3.0,343.0,419.0,76.0,4
305,3.0,1451.0,1491.0,40.0,5
306,3.0,214.0,281.0,67.0,6
307,3.0,5302.0,5333.0,31.0,7
308,3.0,481.0,516.0,35.0,8
309,3.0,295.0,343.0,48.0,9
310,3.0,5217.0,5302.0,85.0,10
311,3.0,440.0,481.0,41.0,11
312,3.0,1726.0,1808.0,82.0,12
313,3.0,4914.0,5009.0,95.0,13
314,3.0,2467.0,2482.0,15.0,14
315,3.0,1136.0,1160.0,24.0,15
316,3.0,1649.0,1726.0,77.0,16
317,3.0,5459.0,5465.0,6.0,17
318,3.0,1372.0,1451.0,79.0,18
319,3.0,1613.0,1649.0,36.0,19
320,3.0,422.0,440.0,18.0,20
321,3.0,578.0,599.0,21.0,21
322,3.0,4507.0,4541.0,34.0,22
323,3.0,2098.0,2140.0,42.0,23
324,3.0,140.0,214.0,74.0,24
325,3.0,646.0,692.0,46.0,25
326,3.0,1896.0,1897.0,1.0,26
327,3.0,3072.0,3160.0,88.0,27
328,3.0,4611.0,4640.0,29.0,28
329,3.0,1518.0,1613.0,95.0,29
330,3.0,5333.0,5400.0,67.0,30
331,3.0,2986.0,3027.0,41.0,31
332,3.0,4640.0,4738.0,98.0,32
333,3.0,985.0,1016.0,31.0,33
334,3.0,2430.0,2455.0,25.0,34
335,3.0,4541.0,4611.0,70.0,35
336,3.0,4738.0,4800.0,62.0,36
337,3.0,1897.0,1942.0,45.0,37
338,3.0,5400.0,5459.0,59.0,38
339,3.0,1942.0,2010.0,68.0,39
340,3.0,3779.0,3801.0,22.0,40
341,3.0,3934.0,4015.0,81.0,41
342,3.0,2140.0,2184.0,44.0,42
343,3.0,5108.0,5188.0,80.0,43
344,3.0,2342.0,2430.0,88.0,44
345,3.0,2645.0,2670.0,25.0,45
346,3.0,714.0,807.0,93.0,46
347,3.0,2692.0,2753.0,61.0,47
348,3.0,2644.0,2645.0,1.0,48
349,3.0,2889.0,2986.0,97.0,49
350,3.0,2618.0,2644.0,26.0,50
351,3.0,601.0,641.0,40.0,51
352,3.0,807.0,891.0,84.0,52
353,3.0,4107.0,4191.0,84.0,53
354,3.0,1298.0,1372.0,74.0,54
355,3.0,3316.0,3355.0,39.0,55
356,3.0,2010.0,2075.0,65.0,56
357,3.0,3448.0,3463.0,15.0,57
358,3.0,2547.0,2618.0,71.0,58
359,3.0,2753.0,2845.0,92.0,59
360,3.0,2845.0,2889.0,44.0,60
361,3.0,1491.0,1518.0,27.0,61
362,3.0,3355.0,3448.0,93.0,62
363,3.0,3263.0,3265.0,2.0,63
364,3.0,3160.0,3215.0,55.0,64
365,3.0,3027.0,3071.0,44.0,65
366,3.0,4360.0,4415.0,55.0,66
367,3.0,2075.0,2098.0,23.0,67
368,3.0,4889.0,4914.0,25.0,68
369,3.0,3071.0,3072.0,1.0,69
370,3.0,3265.0,3316.0,51.0,70
371,3.0,1016.0,1028.0,12.0,71
372,3.0,4800.0,4847.0,47.0,72
373,3.0,3646.0,3744.0,98.0,73
374,3.0,3535.0,3576.0,41.0,74
375,3.0,3801.0,3819.0,18.0,75
376,3.0,3219.0,3263.0,44.0,76
377,3.0,3463.0,3535.0,72.0,77
378,3.0,1808.0,1896.0,88.0,78
379,3.0,1160.0,1220.0,60.0,79
380,3.0,3744.0,3773.0,29.0,80
381,3.0,5009.0,5108.0,99.0,81
382,3.0,2465.0,2467.0,2.0,82
383,3.0,4343.0,4360.0,17.0,83
384,3.0,2263.0,2342.0,79.0,84
385,3.0,3773.0,3779.0,6.0,85
386,3.0,5188.0,5217.0,29.0,86
387,3.0,3819.0,3908.0,89.0,87
388,3.0,3215.0,3219.0,4.0,88
389,3.0,3576.0,3646.0,70.0,89
390,3.0,2455.0,2465.0,10.0,90
391,3.0,1028.0,1107.0,79.0,91
392,3.0,1234.0,1298.0,64.0,92
393,3.0,4015.0,4107.0,92.0,93
394,3.0,4847.0,4889.0,42.0,94
395,3.0,2184.0,2263.0,79.0,95
396,3.0,4415.0,4471.0,56.0,96
397,3.0,891.0,985.0,94.0,97
398,3.0,3908.0,3934.0,26.0,98
399,3.0,4191.0,4284.0,93.0,99
400,4.0,4293.0,4359.0,66.0,0
401,4.0,1185.0,1226.0,41.0,1
402,4.0,4613.0,4687.0,74.0,2
403,4.0,4359.0,4421.0,62.0,3
404,4.0,419.0,489.0,70.0,4
405,4.0,1550.0,1580.0,30.0,5
406,4.0,281.0,347.0,66.0,6
407,4.0,5334.0,5345.0,11.0,7
408,4.0,533.0,584.0,51.0,8
409,4.0,347.0,390.0,43.0,9
410,4.0,5302.0,5334.0,32.0,10
411,4.0,510.0,533.0,23.0,11
412,4.0,1811.0,1831.0,20.0,12
413,4.0,5061.0,5062.0,1.0,13
414,4.0,2678.0,2732.0,54.0,14
415,4.0,1226.0,1281.0,55.0,15
416,4.0,1746.0,1811.0,65.0,16
417,4.0,5493.0,5515.0,22.0,17
418,4.0,1451.0,1550.0,99.0,18
419,4.0,1649.0,1746.0,97.0,19
420,4.0,489.0,510.0,21.0,20
421,4.0,599.0,662.0,63.0,21
422,4.0,4687.0,4732.0,45.0,22
423,4.0,2240.0,2310.0,70.0,23
424,4.0,214.0,255.0,41.0,24
425,4.0,757.0,763.0,6.0,25
426,4.0,1949.0,2019.0,70.0,26
427,4.0,3361.0,3394.0,33.0,27
428,4.0,4734.0,4831.0,97.0,28
429,4.0,1613.0,1645.0,32.0,29
430,4.0,5400.0,5428.0,28.0,30
431,4.0,3170.0,3224.0,54.0,31
432,4.0,4831.0,4894.0,63.0,32
433,4.0,1016.0,1032.0,16.0,33
434,4.0,2491.0,2503.0,12.0,34
435,4.0,4732.0,4734.0,2.0,35
436,4.0,4894.0,4944.0,50.0,36
437,4.0,2019.0,2067.0,48.0,37
438,4.0,5459.0,5493.0,34.0,38
439,4.0,2067.0,2142.0,75.0,39
440,4.0,3935.0,3980.0,45.0,40
441,4.0,4150.0,4152.0,2.0,41
442,4.0,2310.0,2349.0,39.0,42
443,4.0,5188.0,5192.0,4.0,43
444,4.0,2445.0,2491.0,46.0,44
445,4.0,2935.0,2946.0,11.0,45
446,4.0,807.0,873.0,66.0,46
447,4.0,2946.0,3005.0,59.0,47
448,4.0,2907.0,2935.0,28.0,48
449,4.0,3096.0,3170.0,74.0,49
450,4.0,2814.0,2907.0,93.0,50
451,4.0,662.0,757.0,95.0,51
452,4.0,891.0,939.0,48.0,52
453,4.0,4197.0,4268.0,71.0,53
454,4.0,1390.0,1420.0,30.0,54
455,4.0,3484.0,3506.0,22.0,55
456,4.0,2142.0,2145.0,3.0,56
457,4.0,3594.0,3616.0,22.0,57
458,4.0,2732.0,2814.0,82.0,58
459,4.0,3005.0,3040.0,35.0,59
460,4.0,3040.0,3096.0,56.0,60
461,4.0,1580.0,1594.0,14.0,61
462,4.0,3506.0,3594.0,88.0,62
463,4.0,3431.0,3472.0,41.0,63
464,4.0,3394.0,3398.0,4.0,64
465,4.0,3224.0,3276.0,52.0,65
466,4.0,4509.0,4526.0,17.0,66
467,4.0,2145.0,2240.0,95.0,67
468,4.0,5046.0,5061.0,15.0,68
469,4.0,3276.0,3361.0,85.0,69
470,4.0,3472.0,3484.0,12.0,70
471,4.0,1032.0,1043.0,11.0,71
472,4.0,4944.0,4968.0,24.0,72
473,4.0,3763.0,3834.0,71.0,73
474,4.0,3649.0,3695.0,46.0,74
475,4.0,3980.0,4039.0,59.0,75
476,4.0,3415.0,3431.0,16.0,76
477,4.0,3616.0,3649.0,33.0,77
478,4.0,1896.0,1949.0,53.0,78
479,4.0,1281.0,1303.0,22.0,79
480,4.0,3834.0,3883.0,49.0,80
481,4.0,5108.0,5152.0,44.0,81
482,4.0,2602.0,2678.0,76.0,82
483,4.0,4421.0,4509.0,88.0,83
484,4.0,2400.0,2445.0,45.0,84
485,4.0,3883.0,3935.0,52.0,85
486,4.0,5217.0,5248.0,31.0,86
487,4.0,4039.0,4105.0,66.0,87
488,4.0,3398.0,3415.0,17.0,88
489,4.0,3695.0,3763.0,68.0,89
490,4.0,2503.0,2602.0,99.0,90
491,4.0,1107.0,1185.0,78.0,91
492,4.0,1303.0,1390.0,87.0,92
493,4.0,4152.0,4197.0,45.0,93
494,4.0,4968.0,5046.0,78.0,94
495,4.0,2349.0,2400.0,51.0,95
496,4.0,4526.0,4613.0,87.0,96
497,4.0,985.0,989.0,4.0,97
498,4.0,4105.0,4150.0,45.0,98
499,4.0,4284.0,4293.0,9.0,99
500,5.0,4624.0,4663.0,39.0,0
501,5.0,1278.0,1290.0,12.0,1
502,5.0,4899.0,4944.0,45.0,2
